,title,price,address,no_bedrooms
3724,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3725,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3726,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3727,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3728,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3729,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3730,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3731,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3732,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3733,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3734,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3735,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3736,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3737,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3738,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3739,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3740,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3741,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3742,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3743,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3744,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3745,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3746,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3747,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3748,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3749,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3750,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3751,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3752,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3753,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3754,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3755,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3756,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3757,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3758,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3759,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3760,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3761,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3762,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3763,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3764,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3765,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3766,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3767,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3768,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3769,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3770,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3771,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3772,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3773,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3774,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3775,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3776,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3777,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3778,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3779,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3780,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3781,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3782,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3783,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3784,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3785,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3786,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3787,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3788,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3789,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3790,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3791,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3792,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3793,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3794,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3795,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3796,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3797,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3798,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3799,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3800,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3801,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3802,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3803,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3804,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3805,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3806,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3807,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3808,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3809,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3810,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3811,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3812,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3813,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3814,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3815,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3816,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3817,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3818,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3819,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3820,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3821,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3822,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3823,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3824,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3825,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3826,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3827,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3828,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3829,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3830,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3831,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3832,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3833,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3834,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3835,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3836,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3837,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3838,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3839,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3840,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3841,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3842,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3843,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3844,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3845,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3846,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3847,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3848,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3849,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3850,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3851,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3852,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3853,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3854,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3855,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3856,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3857,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3858,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3859,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3860,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3861,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3862,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3863,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3864,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3865,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3866,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3867,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3868,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3869,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3870,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3871,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3872,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3873,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3874,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3875,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3876,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3877,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3878,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3879,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3880,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3881,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3882,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3883,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3884,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3885,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3886,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3887,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3888,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3889,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3890,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3891,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3892,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3893,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3894,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3895,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3896,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3897,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3898,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3899,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3900,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3901,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3902,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3903,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3904,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3905,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3906,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3907,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3908,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3909,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3910,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3911,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3912,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3913,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3914,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3915,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3916,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3917,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3918,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3919,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3920,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3921,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3922,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3923,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3924,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3925,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3926,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3927,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3928,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3929,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3930,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3931,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3932,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3933,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3934,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3935,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3936,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3937,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3938,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3939,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3940,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3941,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3942,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3943,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3944,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3945,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3946,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3947,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3948,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3949,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3950,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3951,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3952,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3953,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3954,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3955,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3956,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3957,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3958,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3959,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3960,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3961,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3962,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3963,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3964,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3965,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3966,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3967,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3968,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3969,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3970,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3971,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3972,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3973,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3974,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3975,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3976,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3977,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3978,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
3979,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
3980,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
3981,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3982,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
3983,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
3984,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
3985,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
3986,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
3987,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
3988,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
3989,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
3990,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
3991,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
3992,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
3993,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
3994,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
3995,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
3996,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
3997,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
3998,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
3999,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
4000,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
4001,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
4002,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
4003,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
4004,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
4005,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
4006,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
4007,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
4008,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
4009,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
4010,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
4011,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
4012,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
4013,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
4014,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
4015,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
4016,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
4017,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
4018,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
4019,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
4020,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
4021,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
4022,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
4023,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
4024,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
4025,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
4026,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
4027,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
4028,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
4029,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
4030,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
4031,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
4032,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
4033,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
4034,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
4035,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
