,title,price,address,no_bedrooms
700,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
701,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
702,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
703,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
704,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
705,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
706,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
707,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
708,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
709,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
710,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
711,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
712,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
713,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
714,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
715,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
716,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
717,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
718,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
719,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
720,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
721,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
722,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
723,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
724,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
725,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
726,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
727,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
728,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
729,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
730,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
731,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
732,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
733,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
734,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
735,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
736,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
737,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
738,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
739,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
740,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
741,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
742,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
743,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
744,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
745,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
746,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
747,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
748,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
749,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
750,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
751,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
752,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
753,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
754,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
755,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
756,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
757,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
758,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
759,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
760,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
761,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
762,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
763,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
764,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
765,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
766,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
767,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
768,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
769,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
770,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
771,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
772,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
773,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
774,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
775,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
776,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
777,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
778,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
779,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
780,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
781,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
782,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
783,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
784,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
785,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
786,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
787,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
788,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
789,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
790,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
791,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
792,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
793,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
794,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
795,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
796,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
797,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
798,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
799,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
800,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
801,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
802,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
803,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
804,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
805,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
806,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
807,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
808,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
809,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
810,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
811,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
812,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
813,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
814,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
815,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
816,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
817,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
818,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
819,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
820,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
821,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
822,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
823,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
824,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
825,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
826,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
827,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
828,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
829,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
830,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
831,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
832,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
833,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
834,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
835,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
836,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
837,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
838,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
839,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
840,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
841,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
842,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
843,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
844,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
845,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
846,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
847,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
848,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
849,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
850,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
851,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
852,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
853,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
854,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
855,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
856,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
857,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
858,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
859,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
860,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
861,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
862,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
863,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
864,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
865,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
866,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
867,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
868,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
869,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
870,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
871,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
872,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
873,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
874,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
875,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
876,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
877,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
878,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
879,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
880,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
881,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
882,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
883,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
884,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
885,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
886,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
887,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
888,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
889,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
890,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
891,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
892,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
893,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
894,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
895,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
896,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
897,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
898,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
899,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
900,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
901,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
902,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
903,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
904,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
905,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
906,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
907,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
908,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
909,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
910,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
911,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
912,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
913,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
914,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
915,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
916,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
917,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
918,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
919,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
920,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
921,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
922,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
923,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
924,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
925,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
926,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
927,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
928,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
929,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
930,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
931,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
932,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
933,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
934,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
935,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
936,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
937,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
938,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
939,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
940,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
941,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
942,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
943,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
944,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
945,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
946,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
947,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
948,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
949,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
950,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
951,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
952,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
953,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
954,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
955,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
956,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
957,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
958,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
959,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
960,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
961,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
962,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
963,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
964,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
965,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
966,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
967,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
968,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
969,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
970,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
971,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
972,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
973,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
974,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
975,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
976,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
977,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
978,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
979,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
980,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
981,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
982,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
983,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
984,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
985,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
986,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
987,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
988,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
989,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
990,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
991,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
992,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
993,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
994,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
995,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
996,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
997,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
998,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
999,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1000,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1001,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1002,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1003,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1004,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1005,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1006,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1007,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1008,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1009,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1010,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1011,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1012,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1013,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1014,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1015,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1016,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1017,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
